Time,/fdm/jsbsim/forces/fbx-aero-lbs,/fdm/jsbsim/forces/fby-aero-lbs,/fdm/jsbsim/forces/fbz-aero-lbs,/fdm/jsbsim/forces/fwx-aero-lbs,/fdm/jsbsim/forces/fwy-aero-lbs,/fdm/jsbsim/forces/fwz-aero-lbs,/fdm/jsbsim/forces/fbx-gear-lbs,/fdm/jsbsim/forces/fby-gear-lbs,/fdm/jsbsim/forces/fbz-gear-lbs,/fdm/jsbsim/forces/fbx-total-lbs,/fdm/jsbsim/forces/fby-total-lbs,/fdm/jsbsim/forces/fbz-total-lbs,/fdm/jsbsim/forces/load-factor,/fdm/jsbsim/moments/l-aero-lbsft,/fdm/jsbsim/moments/m-aero-lbsft,/fdm/jsbsim/moments/n-aero-lbsft,/fdm/jsbsim/moments/l-gear-lbsft,/fdm/jsbsim/moments/m-gear-lbsft,/fdm/jsbsim/moments/n-gear-lbsft,/fdm/jsbsim/moments/l-total-lbsft,/fdm/jsbsim/moments/m-total-lbsft,/fdm/jsbsim/moments/n-total-lbsft
3.3999864,-194.768573615145357,6.28300809745822342,-2471.00774387665115,245.224254267685779,6.28267377708583563,2466.51153187782165,0,0,0,42.7138363152513421,6.28300809745822342,-2471.00774387665115,-0.994576975021765675,-209.724555924575156,-174.681368966215814,-87.7063352725669603,0,0,0,0.00144849156959026004,-0.00104625165747052051,0.000916177833858000668
3.4499862,-194.768470627656995,6.28299903181898056,-2471.00675287644481,245.224140795589165,6.28266566288274309,2466.51054221783033,0,0,0,42.7139776077889337,6.28299903181898056,-2471.00675287644481,-0.994576790220441098,-209.724572111305292,-174.681315078203852,-87.7063103884692765,0,0,0,0.0014398408792999362,-0.00107101878802495776,0.000960451254599092863
3.499986,-194.768365994819305,6.28298949612894919,-2471.00575185658863,245.224025746996148,6.2826571485107916,2466.50954254655926,0,0,0,42.714120936906312,6.28298949612894919,-2471.00575185658863,-0.994576601377633263,-209.724587114860924,-174.681261027646315,-87.7062828099599301,0,0,0,0.00143239418505913818,-0.00109555937353889021,0.00100726625871061515
3.5499858,-194.76825974792493,6.28297953471925918,-2471.00474088972578,245.223909151826405,6.28264827292182471,2466.5085329362937,0,0,0,42.7142662671715243,6.28297953471925918,-2471.00474088972578,-0.994576408521921307,-209.724600732782505,-174.681206779496733,-87.7062528990074242,0,0,0,0.00142635319645023628,-0.00111986043290812631,0.0010562621451697396
3.5999856,-194.768151919609295,6.28296919412299815,-2471.00372005483132,245.223791041722308,6.28263907686871281,2466.50751346559764,0,0,0,42.7144135617866141,6.28296919412299815,-2471.00372005483132,-0.994576211684779166,-209.72461278647836,-174.68115230172657,-87.7062210282800123,0,0,0,0.00142189575919360323,-0.00114391008341385714,0.00110706770527713161
3.6499854,-194.768042543666581,6.28295852248843012,-2471.00268943813535,245.223671449873507,6.28262960239698831,2466.50648422024415,0,0,0,42.7145627828888337,6.28295852248843012,-2471.00268943813535,-0.994576010899841156,-209.724623122520825,-174.68109756579031,-87.7061875767361414,0,0,0,0.00141917465941787668,-0.00116769780777303822,0.00115930565590360857
3.6999852,-194.767931654517895,6.28294756896236795,-2471.00164912994933,245.223550410416266,6.28261989231056805,2466.50544529004856,0,0,0,42.7147138917789562,6.28294756896236795,-2471.00164912994933,-0.994575806203700008,-209.724631613394308,-174.681042546355343,-87.7061529250055543,0,0,0,0.00141831660971547535,-0.00119121431220037266,0.00121259712915389173
3.749985,-194.767819287291104,6.28293638313081804,-2471.00059922866694,245.223427958575314,6.28260998969074169,2466.50439677287341,0,0,0,42.7148668492784225,6.28293638313081804,-2471.00059922866694,-0.994575597634666742,-209.724638158360449,-174.680987222018985,-87.7061174513513038,0,0,0,0.00141942176611564719,-0.00121445186317714615,0.0012665658496331389
3.7999848,-194.767705477204629,6.2829250144233777,-2470.99953983579599,245.223304129919399,6.28259993738184797,2466.50333876967215,0,0,0,42.715021615905215,6.2829250144233777,-2470.99953983579599,-0.994575385233694931,-209.724642683556226,-174.680931574507895,-87.7060815273158738,0,0,0,0.00142256324431855319,-0.00123740377236458698,0.00132084230594387009
3.8499846,-194.76759025950804,6.2829135115699728,-2470.99847105860954,245.223178960351532,6.28258977752577685,2466.50227138714445,0,0,0,42.7151781522130705,6.2829135115699728,-2470.99847105860954,-0.994575169043251939,-209.724645142067288,-174.680875589480138,-87.7060455139011168,0,0,0,0.00142778728982762004,-0.00126006498342690065,0.00137506765318562429
